region_name,month_key,breach_rate,vacancy_pressure_index,nursing_pressure_index,breach_dm,nurse_dm
London,202201,0.3081360305889887,1.0458753387887112,1.1935825152634394,-0.004010280114544573,-0.1488583068086784
North East and Yorkshire,202203,0.3253313568189745,1.665572628615164,1.668120974091212,-0.023500849834077187,0.13252006375443304
North East and Yorkshire,202204,0.3421530752753978,1.2883230508660037,1.308956054204641,-0.005580722327678422,0.03200520097370263
South East,202205,0.3051976435759629,1.6686978361480564,1.523545339922644,-0.007045426390413612,0.049336228430752804
South East,202207,0.34383607590433696,1.5857193701275003,1.4621872603200015,0.0053800866204907205,0.1679492305947239
South East,202303,0.3272167837848816,1.4399432019844418,1.3650702845748457,-0.009379650607851509,-0.04145493196246419
London,202308,0.3942429177415558,1.2381991214567414,1.2210326298568255,-0.0001871780157796099,0.0603805795016823
North West,202308,0.4180223793906452,1.100386564227753,1.0098470752161457,-0.04700827011588682,-0.14711803272311297
Midlands,202401,0.4806100235174474,1.2249508588715965,1.2266576985328546,0.000576484366165031,-0.022766010352544885
London,202410,0.4042043708383131,1.0053534342937032,0.9337503432061551,-0.0001998115987274507,0.01819119093817556
South East,202501,0.38212318927331496,0.9338173088684771,0.8919851449478798,-0.005793631201153171,0.01216594562696871
North East and Yorkshire,202503,0.37264990207458465,0.9752061837172074,0.8859759549304785,-0.0075617468805940224,0.02628941851821165
North East and Yorkshire,202504,0.38985644335633207,1.0016195842027886,0.915062781815523,0.002636738009581252,0.1059585192520921
East of England,202506,0.3657672354726092,0.9102243072777831,0.8795275977706137,-0.0068623998404033215,0.05046670299465683
North West,202507,0.4223303344416194,1.0758270201790376,0.7824348533497191,-0.0021037183799516024,0.02846412254791364
London,202507,0.3574640307006473,0.9423048778769666,0.8104926957545332,0.003630531628272926,0.052835022536843246
North East and Yorkshire,202508,0.36306780156283874,0.7967260043569343,0.6885591916011278,-0.004572232106962337,-0.00861670746139076
Midlands,202510,0.42321476389434026,0.876087711807573,0.7479994010680954,-0.00926032012774236,-0.0854986939179283
South East,202511,0.3698262689741391,0.6186568693079025,0.47764760319266614,0.011154060189728754,-0.15850502218431095
Midlands,202111,0.37827058753273785,1.3992305892994723,1.4087258674411587,0.013024120860208266,-0.1080519899268737
North West,202201,0.43237317862924984,1.1772438329405976,1.214356062900811,0.04962631417651997,-0.12439781675542227
East of England,202202,0.3264574889426559,1.4232761071488502,1.4238118258071168,-0.0035404647743020323,0.017131662479223486
North East and Yorkshire,202409,0.40251560350204,1.0110900042886917,0.9360048087289786,0.012716445996476311,0.011369479550783712
North West,202410,0.4485941359788859,1.0496032685037788,0.9367062753684647,-0.026410600207351254,0.024834065516369686
South East,202412,0.4162740311837723,0.7464266071357882,0.7669642361063136,0.004897488621580459,0.05352070405783049
South West,202506,0.4083197546247484,0.8078392161396345,0.6946274152768722,0.015048870298724926,-0.045728026036042646
South West,202202,0.3323529411764706,1.5052287216409128,1.6552676044344703,-0.01828626155349833,0.337292894569619
South East,202407,0.34415965844782875,1.0610305647115916,1.0053882341943121,-0.004096974730046443,-0.04145877023388023
North East and Yorkshire,202201,0.3164583092081745,1.324492784231733,1.290810367911116,0.0011867642962587466,-0.12908621645199436
North West,202203,0.46376212296788527,1.3951468585220692,1.2964698347858445,0.047454596774019475,-0.15798837084405726
North West,202204,0.45158640463782673,1.1965278388131704,1.0402000917375613,0.03637728749393643,-0.15560805678649992
London,202204,0.32866066797465215,0.9892251795907228,0.9506132853494899,-0.015947895420041547,-0.24888180559045603
South West,202211,0.3791521627674789,1.456003172680647,1.3660457952683867,-0.026531398318317523,-0.09670346184976863
South East,202301,0.31947968488582096,1.465419758015713,1.3545578040909894,-0.009211684789945829,-0.06464687137572844
South West,202304,0.31622224503700663,1.2001368907576535,1.206434170353725,-0.032288107765803986,0.042254940620065407
North East and Yorkshire,202308,0.38938951166571134,1.2096687941480826,1.1233962635475732,-0.008165818300006566,-0.11471154909856263
Midlands,202309,0.4628590713278939,1.2517945504956054,1.2825817767837833,0.005375140046835314,0.14458919597083897
East of England,202311,0.4531951920352908,1.3222630278661414,1.320113775454038,0.018462254389465582,0.10734736984994808
South West,202311,0.449389409411517,1.0821780942632206,0.9863641966965739,-0.005984777247319162,-0.1376967554444739
London,202409,0.39032033426183843,1.1065163496971353,1.0149909472234768,0.003646410964657232,0.16781138033627463
North East and Yorkshire,202410,0.4249412202282116,0.9780617818720696,0.8845594679788978,0.017411803582788543,-0.10845544658007444
North West,202503,0.4206175003641514,0.9255490715021608,0.8169143292339913,-0.027069468131841357,0.038370497528601444
North West,202504,0.43166117991325703,0.8427339394862904,0.7458921477840186,-0.023033844974307882,0.01793058992746488
London,202508,0.36991063923102224,0.8444005829863779,0.7366376011933317,0.005395839769603672,0.11691746442180584
North West,202409,0.43760067622525955,1.025576270895557,0.8949293361143084,-0.019673800821118248,0.051436711642990574
London,202503,0.3700426047830059,1.0079718317175528,0.9051139550731849,-0.007043809963790282,0.12288318095191064
London,202504,0.37947371222740744,0.7916761030885683,0.8617830818047217,-0.004620758910960865,0.1301345815322834
North East and Yorkshire,202507,0.34551979859705745,0.9022066467076787,0.7039451705579524,-0.011438934683699442,-0.1311682649507302
Midlands,202512,0.43520568632126355,0.7102750420912702,0.7028418368195767,-0.0017361044117319424,-0.041714257066033156
London,202203,0.3351987923168667,1.24173759996657,1.240446697891739,-0.010508180127802469,-0.21769845015404732
East of England,202211,0.37071536023209584,1.6485043330060876,1.5592302012304353,-0.014326951840689606,0.007775490649237993
East of England,202304,0.32312671881796934,1.2455440491647947,1.245003178559323,-0.004742384971830327,-0.007881504637378578
North West,202508,0.421073335501264,0.7062980377431888,0.5868572961651968,-0.014042017709351151,-0.029175898190444638
South East,202306,0.3587154951051196,1.196900616463495,1.1093018695811558,-0.0035273962453285512,0.06365373209582148
Midlands,202105,0.25989238259087083,1.1593763297569466,1.2120765587083988,0.020650053666651957,-0.07939936363794997
South West,202108,0.2903510689459188,1.4275041706510194,1.3767393780790464,-0.013504528839609675,0.11660913208619195
East of England,202108,0.27095096067142954,1.27655051436588,1.3449417829781511,-0.012263388101087958,-0.003893916477745396
London,202109,0.2896193980857607,1.0392354202848935,1.1757373896518468,-0.007712477358704339,-0.12356097635212548
North West,202109,0.4071915306643185,1.1409016988959544,1.2532666360874796,0.039259101470656865,-0.042344787500608216
North East and Yorkshire,202206,0.3389578652439734,1.4845298234694397,1.3190057849042176,-0.008968164219665453,-0.013167757071682606
London,202208,0.34099334223525346,1.2801854883469335,1.2400130064901707,-0.009842688629829177,-0.0605292940019706
South East,202212,0.4057408109132247,1.2170334713165016,1.0942857201651777,0.005019039552658533,-0.006514801247171853
London,202302,0.3814352123656173,1.3526802105797247,1.4795127051915733,0.02148982851480563,0.15825007563134763
North West,202302,0.4529396319194137,1.4149426082398042,1.5052299064449963,0.022393694319405466,0.18765421930065518
East of England,202307,0.3963350366229504,1.4493611423250625,1.4402594017694632,0.016429623125605586,0.10202969676990703
East of England,202310,0.452466051969824,1.1724797418724513,1.224195689603783,0.02194314528645208,-0.05721879977273092
South West,202310,0.4597687518529499,1.0625050243042342,1.02767311103553,0.008604596156567057,-0.16503592487794205
North East and Yorkshire,202403,0.38440809134723347,1.1681373134433723,1.0870316243940625,0.006143919354520022,0.06744497357570944
Midlands,202404,0.41443052605273023,1.104600737595955,1.088986545422568,-0.015163620955942148,-0.024373198989737777
Midlands,202406,0.4216481892373907,1.0236936702755919,0.9701746171708073,-0.007086458398057216,-0.11312790297077946
South West,202502,0.44283113080042047,0.7175954388122047,0.6482093447061567,0.014604684591963735,-0.15701273875249733
North West,202602,0.446539929914128,0.861739190581417,0.6682648619176612,-0.01675638178558203,0.0365634485459323
London,202602,0.3773939624092228,0.7576024335377989,0.6826812885864435,-0.01530179554129063,0.04729293279883007
North East and Yorkshire,202112,0.3235685155584769,1.3558831852097193,1.3732718884630493,-0.001338879316918784,0.1383151777559284
North West,202208,0.4455507452958663,1.232071153197073,1.143292339913628,0.02411416068158706,-0.15356301816262863
South West,202307,0.41523223467925485,1.1923154367297502,1.1214399899401108,0.014685572168899097,-0.1280842615964033
Midlands,202210,0.41282961849701644,1.6029136522496463,1.5110434011726708,-0.016068650424586717,0.028062569774088608
East of England,202502,0.42907105752345687,0.9518307756093638,0.926938388163663,0.021485860328011086,0.03301085124196712
Midlands,202106,0.2904124179010276,1.455452306261757,1.3290821843902185,0.023495783105427437,-0.03550053550768251
South West,202201,0.3068340306834031,1.627738293658237,1.7588765401110846,-0.030580012142726154,0.3971488629660276
Midlands,202205,0.38486670564624453,1.582642597847516,1.4731229307734544,0.0019932227947718206,-0.09967418982221998
Midlands,202207,0.4053339147462215,1.3467398743245245,1.3353567091068548,-0.0037524874227209404,-0.057469329722205975
North East and Yorkshire,202211,0.3767059622655,1.6880256074323206,1.6633952805544732,-0.006835100906082914,0.14247711621826453
Midlands,202303,0.42158323441529205,1.6908886545363313,1.667193504916233,0.014356387137462734,0.1620802792751399
North East and Yorkshire,202304,0.3232174953611519,1.1944659990269548,1.169993799816813,-0.0031503595274452456,-0.05235433713489979
East of England,202308,0.4343936243936244,1.3778839234135214,1.3422266275811925,0.03533704552670397,0.07358226869006801
South East,202401,0.41214295952511576,1.0462856347707388,1.0158066432644426,0.0027398332589295693,-0.13502905651717367
Midlands,202412,0.4767968006094077,0.9442869574365705,0.8172093100637197,-0.005210154837880343,0.005177768911453384
Midlands,202501,0.4391307135072761,1.1146838427729735,1.023127803036965,-0.019416519852288205,0.04472059461227085
North West,202506,0.42719306731567236,0.7425569614065052,0.6677663634711416,-0.011410638636951742,-0.04961528035294949
South West,202507,0.3831613657298109,0.9245730394112165,0.7194206850526981,0.004060134534840554,-0.05752384323793125
South East,202510,0.3751955473236128,0.7661872455618949,0.6744567596337212,0.013350876186626393,-0.06045332624851918
Midlands,202511,0.4251018605790282,0.767693427326625,0.6843866533253793,-0.004200761090478344,-0.050353981155381033
South East,202111,0.28562374273195734,1.541259776324339,1.4443607274189654,-0.008992311055476043,0.026170879154716165
North West,202202,0.4437715714689054,1.3098562176617152,1.2384501544825914,0.04779954711233586,-0.05655075789343611
South West,202308,0.4294614096669188,1.1574771982718688,1.0322871939890181,0.00976358178698744,-0.1476517114390643
Midlands,202407,0.41088721918639953,1.1896943362160628,1.0275009566273479,-0.007999826876571858,-0.11793405690462766
London,202506,0.3738105828689047,0.8204593063949563,0.728359197675159,0.005807430665477176,0.007290611435183392
East of England,202507,0.35160308416034614,1.135860225563116,0.9410363104171027,-0.006856898021613267,0.07538632866343153
London,202202,0.3157828042830894,1.1056537736790293,1.0926599749925885,-0.009588666324283512,-0.20602787979932358
North East and Yorkshire,202311,0.4277653284375928,1.2765865071516433,1.135998112978877,-0.005466360307029905,-0.0462317463802242
South West,202410,0.4300888405255721,0.9732044763583994,0.9205194506864933,0.0004169259659355662,-0.014326556654425504
East of England,202201,0.30526633014390114,1.5559581518283003,1.5943183632834408,-0.011506463669217148,0.1438852326753417
East of England,202410,0.42373511201808917,1.0790672142849602,1.026145989206387,0.014704446471463573,0.002594528402426244
South West,202111,0.3196230370411964,1.50089231643202,1.6396628947033596,-0.021696912557510772,0.2102738328894389
North West,202205,0.4403928910067832,1.4065009150541623,1.4130630825551507,0.03611310360253228,-0.049371444997588165
London,202205,0.3337851173341741,1.3351833352613502,1.2143486800208896,0.00010588367911978924,-0.2517727899477338
North West,202207,0.46352150401778947,1.4326497773862266,1.2884107765671111,0.033028797296068835,0.00594733078098586
London,202303,0.37449834387760467,1.46001150293041,1.5184173750381476,0.016465745796193754,0.11997980002410547
North East and Yorkshire,202306,0.3771604298088586,1.2761099858279026,1.3005548212504383,-0.009643859438649816,0.18553856299737914
South East,202308,0.3684891234339615,1.2930098461379522,1.3235730321950592,-0.0045048086346961,0.1548333403166482
East of England,202401,0.4605125100887813,1.0884150192434467,1.1467093317367292,0.0250467370243323,-0.10403103505760058
London,202407,0.37143709700437216,1.3280373721602439,1.2154584197837262,0.001744300137819177,0.1766990568788016
London,202412,0.4184004800347259,0.8624188375868075,0.858415595627838,-0.014412226216143742,0.15305970510262257
Midlands,202506,0.4076624406598735,0.9386868391435615,0.9123967020717816,-0.009534960739972398,0.08465246520475489
South West,202510,0.43331391057763274,0.8332267861832207,0.7051427717073542,0.02476534362937255,-0.04096652772455789
London,202511,0.3798933926254074,0.7270634088256669,0.6631906867747827,-0.00021497984768076295,0.0351257029210732
London,202106,0.2062166710423813,1.1091079114226436,1.1278017341490842,-0.01150571455680044,-0.1301053351217658
South East,202201,0.27423460532710064,1.4165304202013282,1.3625068385508181,-0.016475541687754836,0.011978374955432525
Midlands,202202,0.3832392248106007,1.4569490454310956,1.527490261414763,0.008673505006809357,0.12212675599579992
London,202207,0.35516186548813156,1.281515772250412,1.2736496013706349,-0.00473028748439247,-0.0125007868313749
North East and Yorkshire,202301,0.3497372385611859,1.4334255588389113,1.4813644961819468,-0.0035155290116412052,-0.007208300052495842
North West,202303,0.44914523592100764,1.3006573100059964,1.3194146105048161,0.020512084090400118,-0.07533602209334145
North West,202407,0.4202740340961262,1.2877597009002841,1.2502894925874317,-0.02001931651962341,0.2152170720983917
South East,202410,0.3941739854633555,0.9252231632493646,0.8534629010271715,0.011205966714992743,-0.07018389276407588
North West,202412,0.4643692896241581,0.7180847882581832,0.6315698373821907,-0.03904397037590818,-0.07009911072714026
North West,202501,0.4561762290462311,0.960763704879821,0.8946385453538387,-0.023777308866111402,0.026593929972079877
London,202501,0.40773215011755554,0.9354847768271443,0.9121933294223156,-0.0016208340455903802,0.04046177162467224
South East,202507,0.35075755414158133,0.7750467335843418,0.7319226344934593,0.01836021875788474,-0.03382268024749857
East of England,202510,0.37989275614104984,0.907617987826741,0.9169915207959582,-0.008014561794199404,0.08217676790100414
North West,202106,0.3202740333195225,1.1191463446979646,1.2128190260240421,0.03195109397114415,-0.04140110083092341
East of England,202111,0.30838471897370473,1.751170022666971,1.7835177013772887,-0.012293981611991467,0.265423186100326
South West,202401,0.457239293760869,0.9814179218176151,1.0178706601257586,0.0011322716834090696,-0.14416425320552917
North West,202511,0.4244191707725564,0.8800496349924618,0.7370161060001558,-0.026289755449728336,0.11263806456233094
South West,202104,0.20098859842894076,1.0458637630718037,1.0028006295351806,0.0071500986342551975,-0.04730571716194465
East of England,202104,0.1571340644998628,0.8764222368554685,0.9405402724118891,-0.016063186281811803,-0.19827152774827805
London,202107,0.236741329791363,1.2268552884008541,1.3457954415844788,-0.028668279039894662,0.010086178004976576
North West,202107,0.38665996567321276,1.1382722508460157,1.160809021437164,0.050649803092758516,-0.17121329972645372
London,202110,0.3022464289900698,1.0290110192169475,1.0670084041527652,-0.01311703257112451,-0.28809586321673786
London,202209,0.36232241785968955,1.1364841574017215,1.105351826303192,0.0006704189732531507,-0.21225020430800168
North East and Yorkshire,202212,0.4272547985018467,1.2617719886646752,1.2481570151363637,0.00197162924422023,0.07798837295628935
North West,202305,0.39993134567452876,1.1558046781916513,1.0180446052255792,0.0007984875459540741,-0.18948063621164657
Midlands,202312,0.4853863215970148,0.9077506143318923,0.8293424345631244,-0.0010306861535343548,-0.09409234643939635
East of England,202402,0.4450691405566252,1.1195962097708587,1.0155203329894427,0.019648238632250903,-0.16866197336779432
South East,202403,0.3548252911813644,0.9731948585855513,1.0431461478784985,0.001122517085711261,0.09292761782787018
South West,202405,0.41169959467099865,0.9712873932646378,0.9147766006585465,-0.0006405555960042886,-0.06238322855910727
North West,202408,0.41326610294281696,0.9921090555257672,0.9793832812621702,-0.016489391314950308,0.12350662193248563
London,202408,0.36321886124383695,1.1888022681532235,1.1023287421216716,0.004063920735266291,0.24276514037610253
South West,202411,0.4354731193547312,0.846456496990011,0.7195395026394832,-0.0038519080451477894,-0.14709261081107505
East of England,202505,0.38052469712893056,0.8093641126556103,0.7865857399516407,0.0021759368155289116,-0.0543079430529847
South West,202505,0.4152070593577989,0.8065162450589555,0.7222525042044099,0.016217050031386293,-0.02993572533717348
Midlands,202509,0.4138054846667928,1.0306169927617839,1.0247558520638196,-0.009628993068128477,0.13643542783700957
Midlands,202601,0.45085568830066897,0.7501880866069682,0.6489498489598312,-0.010842773899027769,-0.10891411142065932
North West,202603,0.3874142866980826,0.8947279462585752,0.7784191714194223,-0.029211811175342328,0.01344173815018368
London,202603,0.3337989118843804,0.8576420832820979,0.7712946464304274,-0.012226632239847934,0.0026302707453043084
North West,202110,0.4311525937949892,1.3771484530410014,1.427367218534449,0.045188578484598285,0.07594989358083049
South East,202112,0.2827953216374269,1.1597121415739309,1.1411920788341965,-0.017550675340908484,-0.02439651110519958
South East,202206,0.3145334463695574,1.6907433674917662,1.47964926649285,-0.008831185197021196,0.2168438452846746
North West,202209,0.4760171820388997,1.2855463047569815,1.2110465871030835,0.0437646294032667,-0.10286850109222567
London,202305,0.3562151226127748,1.2250304609136613,1.1968224451457443,0.027682818233396744,-0.014389738707365929
South West,202402,0.4516699726585536,1.0391631595428092,0.9424412954483459,0.005607821721168305,-0.15303555744584907
East of England,202411,0.4320479318371926,1.050273936550682,0.8966539625821998,0.013364153450324545,-0.05868360433140052
East of England,202405,0.3939135145470189,1.0706075964019688,0.9583454260727148,0.0022146132930269125,-0.10751985660798091
North East and Yorkshire,202202,0.31816714061018925,1.4520240096151416,1.2713703056101124,-0.010329564205566188,-0.10477331147279223
East of England,202203,0.3501487594582649,1.7800142619547614,1.68937490944043,-0.0001846960959893118,0.12323745285866239
East of England,202204,0.34095664303150064,1.486060741075631,1.597503449422181,-0.008278403472778084,0.29001604994625385
South West,202204,0.36247681768290374,1.442209974191345,1.469991380774225,-0.007399477834385937,0.25120943476134006
North West,202211,0.49286645295381687,1.4579082886380907,1.4120106969458315,0.041850070241419846,-0.027764762683500033
Midlands,202301,0.4083355886332882,1.5518979845720178,1.5449115743590598,0.009013806072425246,0.02711888978855881
London,202304,0.3407997353351853,1.0682294755068187,1.0567273668097035,0.017557114654970674,-0.08816500785101677
North West,202304,0.4124689294120235,1.1863803328103215,1.1263295455528919,0.018625754982612264,-0.01487588669194384
Midlands,202306,0.4500502816168024,1.3438295481619216,1.2797534872334815,0.017176977381258063,0.13551734064436394
London,202311,0.4508788875584775,1.103499250469361,1.1433380908287982,0.020772433022237302,0.03856399376068964
East of England,202409,0.3986744821154999,1.0424258573098342,0.8369727583759715,0.007374075708733663,-0.11819911704721209
East of England,202503,0.3927949200676473,0.7821506430802038,0.7153129107814731,0.01108202221126614,-0.17491017187578262
East of England,202504,0.388990850540773,0.8308334871280219,0.7744197551921908,0.0002698962928196491,-0.06522105361622899
South West,202504,0.4276270006958942,0.8302929753144926,0.6027616177608529,0.018264797434929925,-0.14817373758452468
East of England,202508,0.3617582210115367,0.7388697237046573,0.6895972563006616,-0.007383061559466886,-0.03811518900684563
South West,202203,0.35722530841930594,1.6265990685609855,1.6876057909711506,-0.013749396147959225,0.21017378785242502
London,202211,0.38541679885283553,1.3455764178617253,1.3709878097638177,0.00500096988963511,-0.0724745922813983
South East,202309,0.3822019822129557,1.1674918334272526,1.099024567631614,-0.004651536183006677,0.05961999592245282
North West,202311,0.4631108851935226,1.2100204021453718,1.10363401905718,-0.03759612309191418,0.002546864404955995
South West,202503,0.42725275432765436,0.9550136239990628,0.8818443261879407,0.024898607458262223,0.08032669699372708
North East and Yorkshire,202506,0.36684030456207856,0.9650651039904833,0.7643778767939242,-0.004288081849731451,-0.03414647173704388
South West,202508,0.40205998134475834,0.6933164695352986,0.6005436894741975,0.012277449760743797,-0.03846330237026763
South East,202512,0.38613633199053154,0.5462441903756811,0.5237073191381529,0.019824954142632245,-0.12226076564367361
South West,202409,0.4161911283573005,0.9018742855917883,0.7674229901138816,0.004249472937523313,-0.09904343184625986
East of England,202105,0.17280411711375393,1.0440639072441487,1.153679971073152,-0.021870445723631504,-0.1391126091821271
Midlands,202108,0.3506081505230474,1.3197696467804023,1.3789575257457536,0.02282603566369651,0.031438484198787364
South East,202109,0.2614747015879093,1.4538847340929764,1.4252995072127785,-0.014421010167877946,0.11791349968553844
North East and Yorkshire,202110,0.32457348547188325,1.4938096350258467,1.468432947201568,0.006084789702306415,0.03587291754107236
North East and Yorkshire,202209,0.34531930770526925,1.6041684438166652,1.5276933883741628,-0.019457925389549657,0.13263559547197645
North West,202212,0.5326192081123062,1.14127198509286,1.002023419041602,0.039860719313865645,-0.08700251843159523
South East,202302,0.3255953595476142,1.260265856504241,1.1502817291854504,-0.012913860614519657,-0.1790685418980431
North East and Yorkshire,202305,0.3207107113727046,1.321499524361123,1.1516771582015457,-0.010946827215055965,-0.13699078794255715
Midlands,202307,0.44275018666881927,1.4328168378095114,1.4118987805080938,0.018277007084641084,0.07498573341746795
Midlands,202310,0.4782152629978717,1.472917878549378,1.382142322382228,0.003124590227666424,0.10204449091464429
South West,202406,0.41717821782178216,1.0761206016762224,0.932282391778219,0.012370087260156648,-0.06363133280925615
East of England,202406,0.38648738967191526,1.100973402073189,0.995156667512252,0.002320508123300702,-0.08946251053826515
North East and Yorkshire,202408,0.37234674880017293,0.9665793828637048,0.7417629299462742,0.01006657408321976,-0.19525643409028737
Midlands,202502,0.4320206821356775,0.9853352099212841,0.8946901834585466,-0.02013228114660165,0.0020793044457809717
North East and Yorkshire,202603,0.3401685393258427,1.004743446213979,0.8411978717283551,-0.008982239006768145,-0.004922266247760598
South West,202105,0.22013341964253605,1.2166801541322556,1.2631101592502214,0.004817607792139633,0.05902303245798435
North East and Yorkshire,202107,0.28080529532792975,1.4226314684092833,1.463353131926934,0.012270452288289602,0.050188106056439086
South East,202208,0.3249935322525009,1.584447937778189,1.3408233776870249,-0.004406334923903965,0.03219343567161581
South West,202210,0.3880485968874184,1.6590853584309928,1.5854226663359579,-0.01692315496036234,0.1898306304914874
London,202212,0.42007788330845625,1.0628431674826475,0.9859846458362277,-0.002080051740787736,-0.10672823405285392
South West,202404,0.40905419802728804,1.0050721547508672,0.9825620339194506,0.0033865680924380914,-0.043408914938743326
East of England,202404,0.39086231222508094,1.0961902962649916,1.0336909883383205,0.005835931303241948,-0.08098541398291559
South East,202602,0.37912806656373305,0.6371387047623832,0.5400404683462922,0.007868472301897411,-0.10343552896458919
East of England,202210,0.3720633316265801,1.4429691074702722,1.4247255800272474,-0.012267171208189653,-0.05957190928026512
