region_code,region_name,month_key,vacancy_wte_total,vacancy_wte_nursing,vacancy_pressure_index,nursing_pressure_index
Y56,London,201609,2627.94,824.6,1.007465787120264,1.0518292050978724
Y58,South West,201610,1369.25,510.58,0.8386472926943362,1.0110980576790074
Y60,Midlands,201611,1764.95,503.96,0.6380844920107028,0.5988843704916709
Y63,North East and Yorkshire,201702,2115.2200000000003,616.5,0.7466277291876371,0.7528139703874855
Y61,East of England,201708,1162.31,333.17,0.8461874751789932,0.8698156957737997
Y56,London,201708,2961.55,955.52,1.1353608917425884,1.21882590596061
Y58,South West,201709,1356.8000000000002,512.62,0.8310218343820891,1.015137855629701
Y59,South East,201710,2341.3,789.43,0.8628419012876509,0.9282849517193165
Y61,East of England,201802,1226.73,338.82,0.8930866648538913,0.8845662996130468
Y56,London,201802,2427.88,718.98,0.9307693612615001,0.9171042467636046
Y58,South West,201805,1576.22,536.66,0.9654136466610675,1.0627441020682675
Y62,North West,201809,2073.38,684.45,0.8626337021806841,0.9477701714453859
Y60,Midlands,201901,2350.6600000000003,754.58,0.8498369313520943,0.896710390280191
Y59,South East,201904,2357.86,747.33,0.8689447765643448,0.878779870246123
Y59,South East,201906,2688.77,872.38,0.990895408074658,1.0258252488262385
Y58,South West,201908,1659.48,484.5,1.0164092819283528,0.959452013289747
Y63,North East and Yorkshire,202006,2317.03,752.9,0.8178623724055326,0.919373298142316
Y60,Midlands,202010,3234.37,1182.26,1.169325668389845,1.40494689232773
Y62,North West,202012,2084.91,723.79,0.8674307806641957,1.0022449739067218
Y61,East of England,202102,1138.3,358.82,0.8287076623243782,0.9367808264776385
Y56,London,202102,2054.4300000000003,663.57,0.7876009106119182,0.8464253039374184
Y58,South West,202103,1805.6200000000001,599.7,1.1059180753220723,1.1875817799171544
Y61,East of England,202104,1203.8400000000001,360.26,0.8764222368554683,0.9405402724118891
Y56,London,202104,2766.5299999999997,866.9,1.060596636164381,1.1057855177047606
Y60,Midlands,202106,4025.8000000000006,1118.42,1.4554523062617568,1.3290821843902185
Y61,East of England,202110,2328.07,586.27,1.694886626923935,1.5305905332452068
Y56,London,202110,2684.14,836.5,1.0290110192169475,1.0670084041527652
Y62,North West,202206,3171.02,863.46,1.3193089169804826,1.195648523977256
Y63,North East and Yorkshire,202212,3574.64,1022.15,1.2617719886646754,1.248157015136364
Y63,North East and Yorkshire,202301,4060.94,1213.13,1.4334255588389115,1.481364496181947
Y59,South East,202302,3419.7,978.22,1.260265856504241,1.1502817291854501
Y60,Midlands,202303,4677.02,1402.94,1.690888654536331,1.667193504916233
Y61,East of England,202305,2171.58,543.2,1.5809584339368998,1.418146549642309
Y56,London,202305,3195.45,938.27,1.2250304609136613,1.1968224451457443
Y61,East of England,202306,1526.52,411.38,1.111340438101915,1.0740006030777853
Y56,London,202306,2637.97,749.08,1.0113109593254193,0.9554986914318631
Y58,South West,202309,1808.6599999999999,468.14,1.1077800346208055,0.9270544179596742
Y59,South East,202311,3264.74,982.81,1.2031582748088006,1.1556790765479668
Y63,North East and Yorkshire,202312,2662.1900000000005,697.48,0.9396965206295496,0.8516994129211085
Y61,East of England,202404,1505.7100000000003,395.94,1.0961902962649914,1.0336909883383205
Y56,London,202404,3001.92,864.79,1.1508374223429998,1.103094079889145
Y60,Midlands,202405,3110.15,830.18,1.124416262685678,0.9865501759956649
Y62,North West,202406,2872.98,863.48,1.1953088067267272,1.195676218335396
Y62,North West,202410,2522.7700000000004,676.46,1.0496032685037788,0.9367062753684647
Y58,South West,202411,1382.0,363.35,0.8464564969900111,0.7195395026394832
Y61,East of England,202501,1214.5500000000002,304.99,0.8842193545428039,0.7962454274215901
Y56,London,202501,2440.18,715.13,0.9354847768271443,0.9121933294223156
Y63,North East and Yorkshire,202503,2762.79,725.55,0.9752061837172075,0.8859759549304786
Y63,North East and Yorkshire,202506,2734.0599999999995,625.97,0.9650651039904835,0.7643778767939243
Y63,North East and Yorkshire,202510,2397.2300000000005,553.95,0.8461712688233278,0.676433574851821
Y62,North West,202511,2115.2400000000002,532.25,0.8800496349924618,0.7370161060001558
Y63,North East and Yorkshire,202602,2501.66,537.82,0.8830328405553767,0.6567370795682036
Y58,South West,201605,1129.29,306.47,0.6916750054166785,0.6069004303672009
Y62,North West,201606,2034.3200000000002,582.92,0.846382714707487,0.8071797623477891
Y59,South East,201607,2364.2700000000004,722.63,0.8713070610162537,0.8497353212582873
Y59,South East,201610,1851.0299999999997,567.0,0.6821621511726306,0.6667311447814911
Y63,North East and Yorkshire,201703,2293.25,716.99,0.8094685375325255,0.8755232581153661
Y63,North East and Yorkshire,201704,1899.12,629.12,0.670349019513254,0.7682243715331304
Y62,North West,201705,2144.53,651.67,0.8922357953378265,0.9023791184539623
Y62,North West,201707,2130.8,633.83,0.886523402659716,0.8776757509931024
Y59,South East,201709,2105.27,709.68,0.7758575020389752,0.834507511161426
Y58,South West,201710,1159.13,417.73,0.7099516059016148,0.8272278421290528
Y60,Midlands,201801,2258.98,687.79,0.8166917509064492,0.8173400293286497
Y62,North West,201803,2029.4199999999996,603.89,0.844344060364971,0.8362172968575557
Y59,South East,201805,2583.8999999999996,854.45,0.9522475499667538,1.0047414932249472
Y60,Midlands,201806,2082.0199999999995,583.73,0.7527151896972283,0.6936796047049429
Y61,East of England,201812,938.2300000000001,267.49,0.6830522621651599,0.6983431895504808
Y56,London,201812,1926.6900000000003,539.5,0.738629594810666,0.6881662092533375
Y58,South West,201904,1463.94,475.9,0.8966436499302148,0.9424214925172149
Y58,South West,201906,1448.6100000000001,474.28,0.8872542301770623,0.939213417674017
Y62,North West,201907,2778.92,894.06,1.1561749643885573,1.2380208919314217
Y59,South East,201908,2728.52,919.63,1.0055445199254178,1.0813861775580293
Y63,North East and Yorkshire,201909,2420.26,799.71,0.8543003696275898,0.9765334310763601
Y62,North West,201912,1867.4,623.27,0.7769353304518273,0.8630531298951941
Y62,North West,202001,2476.54,812.85,1.0303691888600022,1.1255679507040424
Y63,North East and Yorkshire,202003,2267.69,693.6,0.8004464004696971,0.8469615082899594
Y63,North East and Yorkshire,202004,1321.11,454.27,0.46632376741288334,0.5547133857711647
Y63,North East and Yorkshire,202008,2376.85,830.5,0.838977561728631,1.014131390765299
Y61,East of England,202009,983.5200000000001,319.25,0.716024387287422,0.8334743850760439
Y56,London,202009,2300.2,690.43,0.8818210474873973,0.8806869246613194
Y62,North West,202011,2391.1100000000006,807.94,0.9948258744760999,1.118768985780678
Y61,East of England,202101,1425.4299999999998,453.4,1.0377446746086605,1.1837033240202923
Y56,London,202101,1974.22,663.24,0.7568510339842491,0.8460043681653079
Y59,South East,202103,3160.1200000000003,1073.4,1.1646025494798322,1.2622031936657012
Y60,Midlands,202105,3206.8500000000004,1019.96,1.1593763297569464,1.2120765587083988
Y61,East of England,202203,2445.0,647.09,1.7800142619547612,1.68937490944043
Y56,London,202203,3239.0299999999997,972.47,1.24173759996657,1.240446697891739
Y62,North West,202204,2875.91,751.2,1.1965278388131704,1.0402000917375613
Y62,North West,202207,3443.4399999999996,930.45,1.4326497773862266,1.2884107765671111
Y62,North West,202208,2961.34,825.65,1.232071153197073,1.143292339913628
Y63,North East and Yorkshire,202209,4544.660000000001,1251.07,1.6041684438166655,1.527693388374163
Y60,Midlands,202210,4433.68,1271.54,1.602913652249646,1.5110434011726708
Y61,East of England,202211,2264.36,597.24,1.6485043330060873,1.5592302012304353
Y56,London,202211,3509.8899999999994,1074.81,1.3455764178617253,1.3709878097638177
Y58,South West,202302,2026.62,577.46,1.2412776164471029,1.1435400610821411
Y62,North West,202308,2644.83,729.28,1.100386564227753,1.0098470752161457
Y59,South East,202309,3167.96,934.63,1.1674918334272526,1.0990245676316137
Y61,East of England,202310,1610.5,468.91,1.172479741872451,1.224195689603783
Y56,London,202310,2833.88,822.54,1.0864164116396773,1.0492015454295462
Y58,South West,202311,1766.8600000000001,498.09,1.0821780942632209,0.9863641966965739
Y62,North West,202403,2726.46,700.75,1.1343488813664393,0.9703410733294676
Y60,Midlands,202407,3290.71,864.64,1.1896943362160626,1.0275009566273479
Y61,East of England,202409,1431.86,320.59,1.042425857309834,0.8369727583759715
Y56,London,202409,2886.3100000000004,795.72,1.1065163496971353,1.0149909472234768
Y59,South East,202411,2400.89,717.03,0.8848026704747396,0.8431503222974824
Y63,North East and Yorkshire,202505,2585.64,654.68,0.9126759966796464,0.7994359288455458
Y60,Midlands,202508,2352.42,631.45,0.8504732262646633,0.7503879985454512
Y62,North West,202509,2052.3300000000004,559.88,0.8538758095459992,0.7752758617705349
Y60,Midlands,202512,1964.6300000000003,591.44,0.7102750420912701,0.7028418368195767
Y61,East of England,201605,1105.63,289.4,0.8049231772781361,0.7555442037306409
Y56,London,201605,2927.7400000000002,872.27,1.1223992494438542,1.1126352907236492
Y63,North East and Yorkshire,201606,1925.0500000000002,535.51,0.6795017587166634,0.6539163167594523
Y59,South East,201609,2118.4900000000002,625.09,0.7807294833890897,0.7350387500731257
Y60,Midlands,201701,1958.7199999999998,609.9,0.7081383926973589,0.7247789061887254
Y62,North West,201703,2076.73,652.71,0.8640274760679143,0.9038192250772413
Y62,North West,201704,1856.33,556.13,0.7723296358453681,0.770083169619289
Y63,North East and Yorkshire,201705,2152.0600000000004,652.82,0.7596314666443899,0.7971646652852528
Y63,North East and Yorkshire,201707,2055.6099999999997,608.22,0.725586665403787,0.742703184215858
Y59,South East,201708,2479.38,794.95,0.9137286777493596,0.9347758792663957
Y61,East of England,201710,1106.44,395.11,0.8055128752544892,1.03152408547344
Y56,London,201710,2529.2599999999998,905.91,0.9696351198017453,1.1555452282200018
Y59,South East,201802,2482.7599999999998,849.29,0.9149743129205687,0.9986738870396341
Y63,North East and Yorkshire,201803,2018.7199999999998,643.36,0.7125652790091179,0.7856129699732242
Y60,Midlands,201808,2302.0,707.25,0.8322448231443598,0.8404654556517069
Y58,South West,201812,1224.0700000000002,385.6,0.7497264864475854,0.7636010244056274
Y61,East of England,201904,1095.87,263.65,0.7978176806741775,0.6883180003924791
Y56,London,201904,2553.29,743.39,0.9788474316751139,0.9482407382703217
Y61,East of England,201906,1190.3500000000001,351.06,0.8666012174715134,0.9165215900541769
Y56,London,201906,2563.7799999999997,682.03,0.982868952755082,0.8699721959166892
Y63,North East and Yorkshire,201907,2740.22,907.87,0.9672394531417756,1.1086086282168475
Y62,North West,201909,2428.57,815.42,1.0104111788986796,1.1291266757250296
Y60,Midlands,201910,2937.45,1042.53,1.0619798243898346,1.238897775158111
Y63,North East and Yorkshire,201912,2221.46,706.49,0.7841281924722573,0.8627016089846791
Y63,North East and Yorkshire,202001,2996.78,956.42,1.0577996833780539,1.1678934915782626
Y62,North West,202003,1689.89,596.23,0.7030819565048936,0.8256103576899443
Y62,North West,202004,1045.26,347.82,0.4348824159302115,0.48163258241235163
Y60,Midlands,202007,2603.4399999999996,950.44,0.9412247881698314,1.1294619832726878
Y62,North West,202008,1953.79,674.45,0.8128780546661002,0.933922992375397
Y58,South West,202009,1725.22,608.31,1.0566741517634637,1.2046321036208174
Y63,North East and Yorkshire,202011,2625.71,758.73,0.9268198555257942,0.92649236618345
Y58,South West,202101,1380.55,509.95,0.8455683914034441,1.0098504730177638
Y59,South East,202102,2715.12,827.78,1.00060620297447,0.973380435674114
Y59,South East,202104,2760.1899999999996,890.3,1.017215900360979,1.0468972455008139
Y59,South East,202110,3655.92,1133.99,1.3473202766649077,1.3334505306362665
Y58,South West,202203,2655.73,852.2,1.6265990685609857,1.6876057909711506
Y63,North East and Yorkshire,202204,3649.86,1071.94,1.288323050866004,1.3089560542046412
Y63,North East and Yorkshire,202207,4006.1899999999996,1108.84,1.414099971820529,1.3540149925781986
Y63,North East and Yorkshire,202208,4202.07,1207.04,1.4832414510015477,1.4739279396861484
Y62,North West,202209,3089.87,874.58,1.2855463047569815,1.2110465871030835
Y58,South West,202211,2377.2000000000003,689.82,1.4560031726806473,1.3660457952683867
Y61,East of England,202302,2059.66,592.72,1.4994781900931464,1.5474297181590377
Y56,London,202302,3528.42,1159.89,1.3526802105797247,1.4795127051915733
Y59,South East,202305,3785.3699999999994,1084.83,1.3950266295977596,1.2756436469017722
Y59,South East,202306,3247.76,943.37,1.196900616463495,1.1093018695811556
Y63,North East and Yorkshire,202308,3427.0299999999997,919.98,1.2096687941480826,1.1233962635475734
Y58,South West,202310,1734.74,518.95,1.0625050243042344,1.02767311103553
Y61,East of England,202311,1816.2399999999998,505.65,1.3222630278661411,1.320113775454038
Y56,London,202311,2878.44,896.34,1.103499250469361,1.1433380908287982
Y63,North East and Yorkshire,202403,3309.37,890.2,1.1681373134433723,1.0870316243940628
Y59,South East,202404,2822.8,936.87,1.0402896335176102,1.1016585672159358
Y58,South West,202409,1472.48,387.53,0.9018742855917884,0.7674229901138816
Y59,South East,202501,2533.89,758.56,0.9338173088684771,0.8919851449478797
Y62,North West,202505,1846.23,561.88,0.7681275115883458,0.7780452975845327
Y63,North East and Yorkshire,202509,2608.2799999999997,704.79,0.9206674357681611,0.8606257229349488
Y60,Midlands,202601,2075.0299999999997,546.09,0.7501880866069681,0.6489498489598312
Y58,South West,201604,1037.85,369.62,0.6356692296679327,0.731955940458527
Y60,Midlands,201606,1939.6499999999999,556.05,0.7012439927071926,0.6607858842207587
Y61,East of England,201608,1287.6100000000001,376.1,0.9374086559654684,0.9818941776886457
Y56,London,201608,2709.94,767.81,1.038901890891226,0.9793899854064969
Y63,North East and Yorkshire,201701,2073.48,666.79,0.7318943958150839,0.8142235641762716
Y60,Midlands,201705,2261.74,676.02,0.8176895770193415,0.8033530679811479
Y60,Midlands,201707,2191.25,709.81,0.7922052427085484,0.8435076494537123
Y59,South East,201712,1513.93,472.2,0.5579303120558721,0.5552565195164375
Y62,North West,201801,1865.3600000000001,593.04,0.7760865845622901,0.8211931075666178
Y60,Midlands,201803,2298.8,714.83,0.8310879233033251,0.8494732013623325
Y62,North West,201806,2107.2400000000002,629.4,0.8767212197393748,0.8715414506650973
Y61,East of England,201807,1074.83,337.06,0.7825000937328572,0.8799714212489628
Y56,London,201807,2351.3399999999997,665.16,0.9014264419611411,0.8484534490212233
Y63,North East and Yorkshire,201808,2295.34,701.63,0.8102062631374282,0.8567670171013324
Y61,East of England,201810,1119.82,269.82,0.8152538121972108,0.7044261819302057
Y56,London,201810,2729.2,823.77,1.0462855416062102,1.0507704878528672
Y58,South West,201902,1387.1000000000001,467.19,0.8495801787082811,0.9251731395022434
Y58,South West,201905,1647.9499999999998,476.74,1.0093473112986169,0.9440849387322064
Y60,Midlands,201907,3145.58,1040.26,1.1372253131131342,1.236200204872739
Y63,North East and Yorkshire,201910,3141.05,949.13,1.1087239288418356,1.1589916037532426
Y58,South West,201911,1481.7500000000002,444.71,0.9075520364797027,0.8806561503200896
Y60,Midlands,201912,2093.38,698.02,0.7568221841329018,0.8294969209671325
Y60,Midlands,202001,2897.99,1000.56,1.0477138032250752,1.1890224338025759
Y61,East of England,202002,1059.1899999999998,268.45,0.7711138266338909,0.7008494868399812
Y56,London,202002,2513.99,876.96,0.9637811038922016,1.118617680939401
Y58,South West,202005,1022.1199999999999,365.79,0.6260348152702099,0.7243714178354109
Y63,North East and Yorkshire,202007,2452.41,792.63,0.8656486367077906,0.967887976233954
Y60,Midlands,202011,2831.91,909.2,1.023823821507708,1.0804541424935057
Y62,North West,202105,2701.92,817.4,1.124138967577595,1.1318684171808873
Y61,East of England,202107,1999.2100000000003,578.69,1.455469248524572,1.5108012275635267
Y56,London,202107,3200.2100000000005,1055.06,1.2268552884008541,1.3457954415844788
Y59,South East,202108,3574.1500000000005,1027.14,1.317185487330653,1.2078063986787668
Y61,East of England,202109,1995.88,538.11,1.4530449346217869,1.4048579525552702
Y56,London,202109,2710.81,921.74,1.0392354202848935,1.1757373896518468
Y61,East of England,202111,2405.38,683.15,1.7511700226669709,1.7835177013772887
Y56,London,202111,2709.61,894.38,1.0387753797419037,1.140837987455051
Y58,South West,202112,2403.57,763.11,1.4721544446239372,1.511181477526396
Y59,South East,202201,3843.7200000000007,1158.7,1.4165304202013282,1.362506838550818
Y58,South West,202202,2457.57,835.87,1.505228721640913,1.6552676044344703
Y60,Midlands,202204,3555.39,952.88,1.2853844143176478,1.132361574240224
Y58,South West,202205,2802.0,838.38,1.7161874852141903,1.660238140148314
Y60,Midlands,202207,3725.1,1123.7,1.3467398743245242,1.3353567091068548
Y60,Midlands,202208,4125.139999999999,1143.21,1.4913668157018782,1.3585415532776075
Y62,North West,202210,3309.6299999999997,880.87,1.3769778717592807,1.2197564627381066
Y58,South West,202304,1959.45,609.22,1.2001368907576535,1.206434170353725
Y61,East of England,202307,1990.8199999999997,551.67,1.4493611423250623,1.4402594017694632
Y56,London,202307,3263.8999999999996,1003.08,1.2512719402200314,1.2794916796623501
Y60,Midlands,202308,3702.23,1168.01,1.338471655773129,1.3880128057345353
Y61,East of England,202401,1495.03,439.23,1.0884150192434465,1.1467093317367292
Y56,London,202401,2920.5299999999997,1030.68,1.1196351725147242,1.3146972169661353
Y59,South East,202402,2727.2000000000003,943.37,1.005058058852638,1.1093018695811556
Y60,Midlands,202403,3171.7599999999998,956.12,1.1466901999375996,1.1362118507708872
Y62,North West,202407,3095.1899999999996,902.92,1.2877597009002841,1.2502894925874317
Y61,East of England,202408,1474.0399999999997,380.84,1.0731338334117775,0.9942690205555538
Y56,London,202408,3100.95,864.19,1.1888022681532235,1.1023287421216716
Y59,South East,202412,2025.4100000000003,652.24,0.7464266071357882,0.7669642361063135
Y61,East of England,202504,1141.2200000000003,296.63,0.8308334871280217,0.7744197551921908
Y56,London,202504,2065.06,675.61,0.7916761030885683,0.8617830818047217
Y59,South East,202507,2103.0699999999997,622.44,0.7750467335843418,0.7319226344934592
Y62,North West,202508,1697.62,423.81,0.7062980377431888,0.5868572961651968
Y60,Midlands,202509,2850.7,862.33,1.0306169927617839,1.0247558520638196
Y62,North West,202512,1745.0699999999997,449.32,0.7260397007130609,0.6221814499727383
Y63,North East and Yorkshire,202601,2213.6099999999997,517.09,0.7813573092193932,0.6314234808559042
Y61,East of England,202603,1195.8700000000001,322.43,0.8706198999770309,0.841776494847514
Y56,London,202603,2237.13,604.67,0.8576420832820979,0.7712946464304274
Y62,North West,201604,1912.9100000000003,614.09,0.7958698527228258,0.8503414195089444
Y60,Midlands,201605,1629.73,442.31,0.589198243102979,0.5256221642832187
Y63,North East and Yorkshire,201608,2097.9900000000002,624.63,0.7405459051816694,0.7627415901429604
Y59,South East,201611,1887.6399999999996,651.56,0.6956540753199594,0.7661646290896442
Y61,East of England,201701,1123.76,339.73,0.8181222196377433,0.8869420605853858
Y56,London,201701,2556.81,826.81,0.9801968839345503,1.0546481992080667
Y60,Midlands,201710,1728.82,589.81,0.6250223697430201,0.7009048149847058
Y58,South West,201801,1550.75,493.81,0.9498136126680605,0.9778885421725697
Y58,South West,201806,1488.9099999999999,541.43,0.9119374406175089,1.0721901002176837
Y63,North East and Yorkshire,201807,2562.48,796.17,0.9045010086368019,0.972210703655157
Y61,East of England,201808,967.16,222.63,0.7041139442094752,0.5812260057932017
Y56,London,201808,2794.7200000000003,803.26,1.0714037552534474,1.0246086918347284
Y63,North East and Yorkshire,201810,2117.69,686.98,0.7474995867207038,0.8388777637904214
Y59,South East,201901,2631.04,874.33,0.96962010676285,1.0281182395358044
Y62,North West,201902,2095.09,650.99,0.8716661890737489,0.9014375102772032
Y60,Midlands,201904,2194.3700000000003,708.9,0.7933332200535573,0.8424262446256557
Y62,North West,201905,2630.08,940.85,1.094249798604874,1.3028118427998996
Y60,Midlands,201906,2271.12,751.5,0.8210807396783746,0.8930502508621531
Y61,East of England,201910,1136.18,289.27,0.8271642552751578,0.7552048093060211
Y56,London,201910,2986.8199999999997,899.99,1.1450485788437128,1.1479938955809292
Y62,North West,201911,2573.5399999999995,852.68,1.0707262238036817,1.180721264939808
Y63,North East and Yorkshire,202002,2517.04,747.59,0.8884616538584402,0.9128892070105115
Y62,North West,202005,1511.98,500.24,0.6290621617953056,0.6926912857971215
Y61,East of England,202007,865.7700000000001,360.97,0.6302997740583124,0.9423938881155821
Y56,London,202007,1999.5300000000002,631.95,0.76655405577014,0.8060920035915602
Y59,South East,202010,2844.78,949.59,1.0483899474416278,1.1166159219983354
Y58,South West,202105,1986.46,637.84,1.2166801541322558,1.2631101592502214
Y59,South East,202106,3752.2499999999995,1165.98,1.3828208790443717,1.371067337199864
Y63,North East and Yorkshire,202107,4030.36,1198.38,1.4226314684092836,1.4633531319269342
Y63,North East and Yorkshire,202109,3949.32,1177.38,1.3940260698344942,1.43770983366556
Y63,North East and Yorkshire,202111,4120.43,1200.65,1.4544242651717625,1.4661250503580447
Y62,North West,202112,2740.3,809.6,1.1401070397542798,1.1210676175062961
Y62,North West,202202,3148.2999999999993,894.37,1.3098562176617152,1.2384501544825914
Y62,North West,202205,3380.59,1020.47,1.4065009150541623,1.4130630825551507
Y58,South West,202210,2708.77,800.6,1.659085358430993,1.5854226663359579
Y60,Midlands,202302,3894.1600000000003,1210.2,1.4078603390511903,1.4381495856199304
Y59,South East,202303,3907.25,1160.88,1.4399432019844418,1.3650702845748455
Y62,North West,202304,2851.52,813.4,1.1863803328103215,1.1263295455528919
Y63,North East and Yorkshire,202307,3736.6500000000005,999.69,1.3189580773011715,1.2207308970911037
Y60,Midlands,202311,3421.48,1013.25,1.2369717712823476,1.2041026835476734
Y63,North East and Yorkshire,202401,3502.44,1007.13,1.2362869223134934,1.2298159513322762
Y59,South East,202405,2887.7899999999995,861.73,1.0642404707297077,1.0133019918739934
Y58,South West,202407,1700.17,471.55,1.0413313621472555,0.9338072174752946
Y63,North East and Yorkshire,202408,2738.3500000000004,607.45,0.966579382863705,0.7417629299462744
Y63,North East and Yorkshire,202504,2837.6200000000003,749.37,1.0016195842027888,0.9150627818155231
Y58,South West,202508,1131.9699999999998,303.26,0.6933164695352986,0.6005436894741975
Y58,South West,202512,1295.37,363.49,0.7933967818422218,0.7198167436753151
Y61,East of England,202601,1091.47,265.91,0.7946143830248521,0.6942182419281782
Y56,London,202601,1980.66,556.74,0.7593199182316271,0.7101569144387454
Y63,North East and Yorkshire,202603,2846.4700000000003,688.88,1.0047434462139793,0.8411978717283553
